1603756800000,5.878e-05,0.00039895,5.878e-05,9.986e-05,6206073.0
1603843200000,9.958e-05,0.0001035,6.704e-05,7.469e-05,1903364.6
1603929600000,7.532e-05,8.463e-05,5.983e-05,7.435e-05,2099261.9
1604016000000,7.424e-05,7.929e-05,6.059e-05,6.481e-05,966122.2
1604102400000,6.511e-05,6.927e-05,6.119e-05,6.234e-05,396610.1
1604188800000,6.234e-05,6.474e-05,5.638e-05,5.996e-05,449766.8
1604275200000,6.05e-05,6.3e-05,5.7e-05,6.243e-05,368780.4
1604361600000,6.237e-05,6.557e-05,4.943e-05,5.354e-05,1085514.4
1604448000000,5.362e-05,5.606e-05,5.191e-05,5.327e-05,185906.9
1604534400000,5.284e-05,5.385e-05,4.757e-05,4.872e-05,238821.1
1604620800000,4.896e-05,5.39e-05,4.501e-05,5.048e-05,451078.3
1604707200000,5.011e-05,5.521e-05,4.981e-05,5.33e-05,503817.9
1604793600000,5.34e-05,6e-05,5.086e-05,5.414e-05,593613.5
1604880000000,5.391e-05,6.272e-05,5.093e-05,5.849e-05,598604.7
1604966400000,5.849e-05,6.25e-05,5.671e-05,6.089e-05,351135.4
1605052800000,6.089e-05,6.171e-05,5.672e-05,5.78e-05,180464.4
1605139200000,5.78e-05,6.18e-05,5.641e-05,5.695e-05,179658.3
1605225600000,5.656e-05,6.45e-05,5.61e-05,6.389e-05,324839.0
1605312000000,6.39e-05,6.72e-05,5.968e-05,6.532e-05,287348.9
1605398400000,6.534e-05,8.175e-05,6.325e-05,7.604e-05,511163.7
1605484800000,7.566e-05,8.345e-05,6.674e-05,7.297e-05,1239708.5
1605571200000,7.303e-05,7.598e-05,6.118e-05,6.639e-05,401127.4
1605657600000,6.639e-05,6.639e-05,5.48e-05,6.486e-05,519235.7
1605744000000,6.464e-05,7.575e-05,6.188e-05,6.52e-05,600821.4
1605830400000,6.521e-05,7.837e-05,6.291e-05,7.298e-05,496819.6
1605916800000,7.342e-05,7.914e-05,6.62e-05,7.256e-05,530037.9
1606003200000,7.258e-05,7.483e-05,6.143e-05,6.332e-05,443659.1
1606089600000,6.333e-05,6.77e-05,6.25e-05,6.499e-05,594310.9
1606176000000,6.519e-05,6.686e-05,5.238e-05,5.886e-05,393419.4
1606262400000,5.886e-05,6.172e-05,5.795e-05,6.07e-05,181243.2
1606348800000,6.015e-05,6.294e-05,5.162e-05,6.158e-05,258798.4
1606435200000,6.158e-05,6.326e-05,5.795e-05,5.862e-05,232612.0
1606521600000,5.859e-05,6.33e-05,5.733e-05,5.794e-05,157744.0
1606608000000,5.788e-05,6.582e-05,5.757e-05,6.549e-05,166641.2
1606694400000,6.549e-05,6.573e-05,5.703e-05,5.792e-05,209260.3
1606780800000,5.787e-05,6.517e-05,5.627e-05,6.326e-05,314918.9
1606867200000,6.327e-05,7.095e-05,6.267e-05,6.431e-05,242125.9
1606953600000,6.431e-05,7.14e-05,6.235e-05,6.409e-05,276562.1
1607040000000,6.44e-05,6.732e-05,5.44e-05,5.546e-05,515736.4
1607126400000,5.542e-05,5.762e-05,5.412e-05,5.539e-05,413661.0
1607212800000,5.539e-05,5.656e-05,5.269e-05,5.31e-05,351440.8
1607299200000,5.308e-05,5.821e-05,5.27e-05,5.638e-05,553937.5
1607385600000,5.638e-05,6.963e-05,5.502e-05,6.35e-05,2293950.0
1607472000000,6.356e-05,6.585e-05,5.9e-05,6.129e-05,1532820.5
1607558400000,6.125e-05,6.464e-05,5.836e-05,5.933e-05,967598.3
1607644800000,5.937e-05,5.958e-05,5.247e-05,5.35e-05,959385.1
1607731200000,5.344e-05,5.6e-05,5.27e-05,5.276e-05,498756.6
1607817600000,5.271e-05,5.32e-05,5.072e-05,5.172e-05,655557.1
1607904000000,5.173e-05,5.182e-05,4.984e-05,5.09e-05,378057.6
1607990400000,5.09e-05,5.131e-05,4.949e-05,5.027e-05,312050.2
1608076800000,5.02e-05,5.427e-05,4.632e-05,4.656e-05,792981.5
